r.nm	G.of.r	g.of.r
1.012	-21.6121	0.971183
1.013	-9.80667	0.986937
1.014	6.1934	1.00824
1.015	26.7661	1.03558
1.016	52.2112	1.06934
1.017	82.7386	1.10978
1.018	118.458	1.15702
1.019	159.372	1.21104
1.02	205.368	1.27169
1.021	256.214	1.33862
1.022	311.559	1.41136
1.023	370.935	1.48928
1.024	433.758	1.57159
1.025	499.338	1.65737
1.026	566.89	1.74557
1.027	635.542	1.83504
1.028	704.352	1.92455
1.029	772.336	2.01281
1.03	838.468	2.09846
1.031	901.714	2.18017
1.032	961.051	2.25662
1.033	1015.49	2.32651
1.034	1064.09	2.38865
1.035	1106	2.44195
1.036	1140.44	2.48542
1.037	1166.77	2.51824
1.038	1184.44	2.53976
1.039	1193.08	2.5495
1.04	1192.44	2.54717
1.041	1182.42	2.53269
1.042	1163.08	2.50618
1.043	1134.62	2.46792
1.044	1097.4	2.41841
1.045	1051.9	2.3583
1.046	998.717	2.28839
1.047	938.558	2.20962
1.048	872.206	2.12304
1.049	800.524	2.02976
1.05	724.416	1.93097
1.051	644.813	1.82788
1.052	562.656	1.72171
1.053	478.871	1.61366
1.054	394.355	1.50487
1.055	309.963	1.39645
1.056	226.488	1.28941
1.057	144.654	1.18467
1.058	65.1085	1.08304
1.059	-11.5878	0.985235
1.06	-84.9601	0.891845
1.061	-154.623	0.80335
1.062	-220.277	0.720115
1.063	-281.707	0.642397
1.064	-338.777	0.570356
1.065	-391.421	0.504059
1.066	-439.637	0.44349
1.067	-483.479	0.388567
1.068	-523.047	0.339147
1.069	-558.476	0.295043
1.07	-589.934	0.256031
1.071	-617.597	0.221872
1.072	-641.661	0.192307
1.073	-662.321	0.167077
1.074	-679.77	0.145931
1.075	-694.185	0.12863
1.076	-705.734	0.114957
1.077	-714.561	0.104719
1.078	-720.788	0.097755
1.079	-724.513	0.0939322
1.08	-725.809	0.0931526
1.081	-724.72	0.0953508
1.082	-721.267	0.100494
1.083	-715.444	0.108578
1.084	-707.23	0.119626
1.085	-696.58	0.133682
1.086	-683.438	0.15081
1.087	-667.736	0.171083
1.088	-649.405	0.19458
1.089	-628.374	0.221379
1.09	-604.584	0.251545
1.091	-577.985	0.285129
1.092	-548.551	0.322155
1.093	-516.281	0.362615
1.094	-481.208	0.406458
1.095	-443.403	0.453589
1.096	-402.978	0.503857
1.097	-360.098	0.557055
1.098	-314.975	0.612912
1.099	-267.875	0.671096
1.1	-219.117	0.731207
1.101	-169.073	0.792784
1.102	-118.167	0.855306
1.103	-66.8648	0.918199
1.104	-15.6753	0.980841
1.105	34.8613	1.04257
1.106	84.181	1.10271
1.107	131.706	1.16054
1.108	176.857	1.21539
1.109	219.064	1.26655
1.11	257.778	1.31337
1.111	292.481	1.35524
1.112	322.718	1.39161
1.113	348.073	1.422
1.114	368.205	1.44601
1.115	382.85	1.46333
1.116	391.829	1.47377
1.117	395.051	1.47724
1.118	392.516	1.47375
1.119	384.326	1.46345
1.12	370.655	1.44657
1.121	351.777	1.42345
1.122	328.045	1.39453
1.123	299.882	1.36033
1.124	267.771	1.32147
1.125	232.249	1.27857
1.126	193.887	1.23235
1.127	153.283	1.18353
1.128	111.043	1.13284
1.129	67.7747	1.081
1.13	24.0666	1.02874
1.131	-19.5183	0.976713
1.132	-62.4551	0.925551
1.133	-104.266	0.87582
1.134	-144.53	0.828019
1.135	-182.883	0.782574
1.136	-219.028	0.739831
1.137	-252.733	0.700058
1.138	-283.833	0.663445
1.139	-312.226	0.630103
1.14	-337.872	0.600071
1.141	-360.785	0.573324
1.142	-381.028	0.549779
1.143	-398.706	0.529302
1.144	-413.959	0.511723
1.145	-426.948	0.496842
1.146	-437.852	0.484441
1.147	-446.856	0.474298
1.148	-454.144	0.466189
1.149	-459.889	0.459907
1.15	-464.247	0.455263
1.151	-467.35	0.452098
1.152	-469.303	0.450286
1.153	-470.174	0.449743
1.154	-470.005	0.450418
1.155	-468.794	0.452309
1.156	-466.505	0.455454
1.157	-463.071	0.45993
1.158	-458.391	0.46585
1.159	-452.341	0.473355
1.16	-444.776	0.482609
1.161	-435.536	0.493793
1.162	-424.459	0.507093
1.163	-411.381	0.52269
1.164	-396.154	0.540753
1.165	-378.645	0.561427
1.166	-358.752	0.584825
1.167	-336.409	0.611015
1.168	-311.593	0.640019
1.169	-284.33	0.671796
1.17	-254.702	0.706247
1.171	-222.848	0.743204
1.172	-188.97	0.782429
1.173	-153.326	0.823618
1.174	-116.235	0.866401
1.175	-78.0691	0.910344
1.176	-39.2503	0.954963
1.177	-0.241041	0.999724
1.178	38.464	1.04406
1.179	76.3485	1.08738
1.18	112.887	1.12909
1.181	147.555	1.16859
1.182	179.847	1.20532
1.183	209.283	1.23872
1.184	235.427	1.26831
1.185	257.895	1.29367
1.186	276.367	1.31444
1.187	290.607	1.33036
1.188	300.432	1.34124
1.189	305.777	1.34702
1.19	306.648	1.34772
1.191	303.142	1.34346
1.192	295.446	1.33445
1.193	283.827	1.32103
1.194	268.628	1.30359
1.195	250.259	1.28259
1.196	229.183	1.25858
1.197	205.908	1.23212
1.198	180.969	1.20384
1.199	154.916	1.17435
1.2	128.3	1.14427
1.201	101.657	1.11422
1.202	75.4961	1.08475
1.203	50.2863	1.05641
1.204	26.4455	1.02964
1.205	4.33209	1.00485
1.206	-15.7624	0.982364
1.207	-33.6179	0.962416
1.208	-49.0874	0.945167
1.209	-62.0973	0.930692
1.21	-72.6445	0.918987
1.211	-80.7909	0.909977
1.212	-86.657	0.90352
1.213	-90.4125	0.899422
1.214	-92.266	0.897445
1.215	-92.4538	0.89732
1.216	-91.227	0.898766
1.217	-88.8396	0.901496
1.218	-85.5362	0.905237
1.219	-81.5379	0.909741
1.22	-77.039	0.914791
1.221	-72.1883	0.920221
1.222	-67.087	0.92592
1.223	-61.7824	0.931833
1.224	-56.2647	0.937972
1.225	-50.4666	0.944409
1.226	-44.2619	0.951284
1.227	-37.4755	0.958787
1.228	-29.8853	0.967161
1.229	-21.2321	0.976688
1.23	-11.2306	0.987679
1.231	0.418857	1.00046
1.232	14.0171	1.01535
1.233	29.8517	1.03267
1.234	48.183	1.05269
1.235	69.2301	1.07564
1.236	93.1575	1.1017
1.237	120.063	1.13097
1.238	149.969	1.16346
1.239	182.812	1.1991
1.24	218.439	1.23771
1.241	256.602	1.27901
1.242	296.965	1.32264
1.243	339.099	1.36812
1.244	382.493	1.4149
1.245	426.565	1.46233
1.246	470.668	1.50972
1.247	514.112	1.55632
1.248	556.176	1.60136
1.249	596.126	1.64404
1.25	633.237	1.68358
1.251	666.811	1.71925
1.252	696.187	1.75034
1.253	720.777	1.77622
1.254	740.067	1.79636
1.255	753.638	1.81032
1.256	761.177	1.81777
1.257	762.484	1.81852
1.258	757.479	1.8125
1.259	746.202	1.79977
1.26	728.812	1.78051
1.261	705.591	1.75505
1.262	676.917	1.72379
1.263	643.268	1.68726
1.264	605.202	1.64608
1.265	563.344	1.60092
1.266	518.369	1.55251
1.267	470.98	1.5016
1.268	421.893	1.44897
1.269	371.819	1.39537
1.27	321.446	1.34154
1.271	271.422	1.28816
1.272	222.343	1.23587
1.273	174.743	1.18523
1.274	129.081	1.13672
1.275	85.7393	1.09074
1.276	45.017	1.04761
1.277	7.13209	1.00754
1.278	-27.7777	0.970671
1.279	-59.6494	0.937068
1.28	-88.4878	0.906716
1.281	-114.357	0.879538
1.282	-137.367	0.855412
1.283	-157.673	0.834169
1.284	-175.447	0.815619
1.285	-190.882	0.799554
1.286	-204.17	0.785766
1.287	-215.499	0.774055
1.288	-225.038	0.764237
1.289	-232.934	0.756154
1.29	-239.305	0.749679
1.291	-244.234	0.74472
1.292	-247.773	0.741222
1.293	-249.935	0.739166
1.294	-250.706	0.738563
1.295	-250.044	0.739455
1.296	-247.879	0.74191
1.297	-244.136	0.746004
1.298	-238.728	0.751822
1.299	-231.573	0.759445
1.3	-222.602	0.768942
1.301	-211.765	0.78036
1.302	-199.04	0.793716
1.303	-184.446	0.808988
1.304	-168.042	0.82611
1.305	-149.933	0.844967
1.306	-130.278	0.865394
1.307	-109.284	0.887173
1.308	-87.2077	0.910033
1.309	-64.3541	0.93366
1.31	-41.0677	0.957698
1.311	-17.7269	0.981754
1.312	5.26453	1.00541
1.313	27.4927	1.02825
1.314	48.5275	1.04983
1.315	67.9575	1.06973
1.316	85.3875	1.08755
1.317	100.453	1.10292
1.318	112.832	1.11552
1.319	122.252	1.12507
1.32	128.501	1.13136
1.321	131.434	1.13426
1.322	130.974	1.13369
1.323	127.118	1.12965
1.324	119.935	1.12223
1.325	109.562	1.11158
1.326	96.2051	1.0979
1.327	80.1263	1.08148
1.328	61.6339	1.06263
1.329	41.0953	1.04173
1.33	18.888	1.01916
1.331	-4.58378	0.995353
1.332	-28.9086	0.970714
1.333	-53.6788	0.945661
1.334	-78.5019	0.920593
1.335	-103.01	0.89588
1.336	-126.868	0.871861
1.337	-149.781	0.848832
1.338	-171.5	0.827041
1.339	-191.823	0.806689
1.34	-210.599	0.787926
1.341	-227.726	0.77085
1.342	-243.148	0.755514
1.343	-256.849	0.74193
1.344	-268.855	0.730067
1.345	-279.218	0.719872
1.346	-288.014	0.711262
1.347	-295.333	0.704144
1.348	-301.272	0.698418
1.349	-305.93	0.693983
1.35	-309.393	0.690748
1.351	-311.74	0.688633
1.352	-313.026	0.687579
1.353	-313.289	0.687548
1.354	-312.541	0.688525
1.355	-310.771	0.690517
1.356	-307.949	0.693554
1.357	-304.023	0.697683
1.358	-298.931	0.702965
1.359	-292.6	0.70947
1.36	-284.958	0.717266
1.361	-275.939	0.726416
1.362	-265.486	0.736973
1.363	-253.571	0.748962
1.364	-240.19	0.762384
1.365	-225.375	0.777203
1.366	-209.199	0.793345
1.367	-191.778	0.810693
1.368	-173.276	0.829082
1.369	-153.901	0.848305
1.37	-133.909	0.868106
1.371	-113.597	0.888194
1.372	-93.2931	0.908245
1.373	-73.3746	0.927887
1.374	-54.2235	0.946748
1.375	-36.2399	0.964435
1.376	-19.8268	0.980557
1.377	-5.37869	0.994729
1.378	6.72872	1.00659
1.379	16.1497	1.0158
1.38	22.578	1.02208
1.381	25.7564	1.02517
1.382	25.4839	1.02488
1.383	21.6219	1.0211
1.384	14.0986	1.01375
1.385	2.91138	1.00284
1.386	-11.873	0.988441
1.387	-30.1199	0.970697
1.388	-51.6299	0.949807
1.389	-76.1442	0.926028
1.39	-103.351	0.899669
1.391	-132.894	0.871082
1.392	-164.378	0.840655
1.393	-197.385	0.808795
1.394	-231.469	0.775939
1.395	-266.184	0.742521
1.396	-301.079	0.708975
1.397	-335.71	0.675732
1.398	-369.649	0.643206
1.399	-402.484	0.61179
1.4	-433.827	0.581858
1.401	-463.32	0.553749
1.402	-490.633	0.52778
1.403	-515.463	0.504235
1.404	-537.539	0.483372
1.405	-556.614	0.465419
1.406	-572.472	0.450579
1.407	-584.917	0.439034
1.408	-593.777	0.430942
1.409	-598.896	0.426444
1.41	-600.138	0.425662
1.411	-597.384	0.428703
1.412	-590.527	0.43566
1.413	-579.482	0.446607
1.414	-564.177	0.461604
1.415	-544.564	0.480689
1.416	-520.617	0.503875
1.417	-492.342	0.531151
1.418	-459.776	0.562472
1.419	-422.996	0.597756
1.42	-382.126	0.636877
1.421	-337.338	0.679663
1.422	-288.863	0.725888
1.423	-236.99	0.77527
1.424	-182.072	0.827469
1.425	-124.522	0.882085
1.426	-64.8243	0.938659
1.427	-3.51959	0.996672
1.428	58.7999	1.05556
1.429	121.473	1.1147
1.43	183.813	1.17345
1.431	245.1	1.23112
1.432	304.593	1.28702
1.433	361.55	1.34045
1.434	415.239	1.39074
1.435	464.956	1.43722
1.436	510.041	1.47928
1.437	549.892	1.51636
1.438	583.981	1.54799
1.439	611.867	1.57376
1.44	633.209	1.59336
1.441	647.77	1.60659
1.442	655.428	1.61333
1.443	656.177	1.61361
1.444	650.128	1.60753
1.445	637.504	1.59532
1.446	618.637	1.5773
1.447	593.958	1.55389
1.448	563.984	1.52557
1.449	529.31	1.49292
1.45	490.588	1.45655
1.451	448.517	1.41711
1.452	403.821	1.37528
1.453	357.24	1.33176
1.454	309.507	1.28724
1.455	261.348	1.24238
1.456	213.455	1.19782
1.457	166.471	1.15418
1.458	121.003	1.11199
1.459	77.6016	1.07177
1.46	36.7576	1.03397
1.461	-1.09527	0.998988
1.462	-35.5826	0.967158
1.463	-66.3862	0.938769
1.464	-93.2407	0.914059
1.465	-115.929	0.89322
1.466	-134.277	0.876405
1.467	-148.148	0.86373
1.468	-157.439	0.855283
1.469	-162.074	0.851123
1.47	-162.005	0.851288
1.471	-157.204	0.855793
1.472	-147.669	0.864632
1.473	-133.417	0.87778
1.474	-114.494	0.895185
1.475	-90.9742	0.916773
1.476	-62.9636	0.942438
1.477	-30.6074	0.972037
1.478	5.90559	1.00539
1.479	46.3376	1.04228
1.48	90.3973	1.08242
1.481	137.736	1.1255
1.482	187.945	1.17113
1.483	240.558	1.21888
1.484	295.045	1.26828
1.485	350.825	1.31879
1.486	407.268	1.36983
1.487	463.704	1.42079
1.488	519.434	1.47105
1.489	573.743	1.51995
1.49	625.915	1.56685
1.491	675.247	1.61111
1.492	721.066	1.65214
1.493	762.746	1.68938
1.494	799.724	1.72231
1.495	831.512	1.75052
1.496	857.713	1.77365
1.497	878.028	1.79145
1.498	892.265	1.80374
1.499	900.343	1.81048
1.5	902.296	1.8117
1.501	898.265	1.80753
1.502	888.496	1.79822
1.503	873.329	1.78407
1.504	853.19	1.76548
1.505	828.572	1.7429
1.506	800.02	1.71682
1.507	768.118	1.68778
1.508	733.464	1.65632
1.509	696.66	1.62297
1.51	658.289	1.58827
1.511	618.902	1.5527
1.512	579.005	1.51673
1.513	539.043	1.48075
1.514	499.411	1.44511
1.515	460.415	1.41008
1.516	422.296	1.37588
1.517	385.221	1.34266
1.518	349.288	1.31049
1.519	314.533	1.27941
1.52	280.933	1.2494
1.521	248.421	1.22039
1.522	216.893	1.19229
1.523	186.22	1.16499
1.524	156.259	1.13836
1.525	126.862	1.11225
1.526	97.8893	1.08656
1.527	69.2139	1.06116
1.528	40.73	1.03597
1.529	12.3576	1.01091
1.53	-15.9549	0.985929
1.531	-44.2296	0.961017
1.532	-72.4601	0.936177
1.533	-100.614	0.911437
1.534	-128.636	0.886845
1.535	-156.449	0.862469
1.536	-183.981	0.838372
1.537	-211.137	0.814635
1.538	-237.833	0.791334
1.539	-263.986	0.768538
1.54	-289.531	0.746306
1.541	-314.416	0.72468
1.542	-338.61	0.703686
1.543	-362.103	0.683334
1.544	-384.909	0.663607
1.545	-407.065	0.644474
1.546	-428.627	0.625885
1.547	-449.668	0.607773
1.548	-470.278	0.590061
1.549	-490.553	0.572663
1.55	-510.594	0.555492
1.551	-530.501	0.538459
1.552	-550.367	0.521484
1.553	-570.275	0.504495
1.554	-590.287	0.487436
1.555	-610.449	0.47027
1.556	-630.778	0.452981
1.557	-651.266	0.435576
1.558	-671.874	0.41809
1.559	-692.533	0.400581
1.56	-713.144	0.383138
1.561	-733.574	0.365872
1.562	-753.664	0.348923
1.563	-773.226	0.332451
1.564	-792.047	0.31664
1.565	-809.89	0.301691
1.566	-826.501	0.287824
1.567	-841.607	0.27527
1.568	-854.925	0.264271
1.569	-866.163	0.255076
1.57	-875.026	0.247932
1.571	-881.205	0.243104
1.572	-884.411	0.240833
1.573	-884.354	0.241364
1.574	-880.76	0.244928
1.575	-873.368	0.25174
1.576	-861.94	0.262
1.577	-846.265	0.27588
1.578	-826.166	0.293526
1.579	-801.502	0.315051
1.58	-772.177	0.340529
1.581	-738.147	0.369991
1.582	-699.423	0.40342
1.583	-656.075	0.440747
1.584	-608.244	0.481847
1.585	-556.138	0.526534
1.586	-500.034	0.574566
1.587	-440.301	0.625623
1.588	-377.371	0.679334
1.589	-311.752	0.735259
1.59	-244.029	0.7929
1.591	-174.849	0.851704
1.592	-104.922	0.911068
1.593	-35.0079	0.970346
1.594	34.0948	1.02886
1.595	101.56	1.08592
1.596	166.551	1.14082
1.597	228.231	1.19284
1.598	285.793	1.24133
1.599	338.456	1.28562
1.6	385.5	1.32512
1.601	426.271	1.35928
1.602	460.203	1.38764
1.603	486.83	1.40981
1.604	505.793	1.4255
1.605	516.854	1.43454
1.606	519.903	1.43683
1.607	514.957	1.43241
1.608	502.163	1.4214
1.609	481.795	1.40406
1.61	454.251	1.38072
1.611	420.044	1.35183
1.612	379.781	1.31791
1.613	334.17	1.27956
1.614	283.991	1.23743
1.615	230.083	1.19224
1.616	173.334	1.14474
1.617	114.657	1.09568
1.618	54.977	1.04585
1.619	-4.78204	0.996014
1.62	-63.7156	0.946928
1.621	-120.95	0.899316
1.622	-175.655	0.853868
1.623	-227.053	0.811225
1.624	-274.431	0.771975
1.625	-317.14	0.73665
1.626	-354.612	0.705715
1.627	-386.355	0.679569
1.628	-411.962	0.658541
1.629	-431.108	0.642891
1.63	-443.557	0.632805
1.631	-449.156	0.628397
1.632	-447.842	0.629711
1.633	-439.638	0.636718
1.634	-424.649	0.649318
1.635	-403.068	0.667343
1.636	-375.164	0.690562
1.637	-341.298	0.718667
1.638	-301.895	0.751299
1.639	-257.459	0.788035
1.64	-208.56	0.828398
1.641	-155.831	0.871861
1.642	-99.9571	0.917856
1.643	-41.6712	0.965776
1.644	18.2591	1.01499
1.645	79.041	1.06484
1.646	139.87	1.11466
1.647	199.942	1.16381
1.648	258.467	1.21163
1.649	314.685	1.25751
1.65	367.879	1.30085
1.651	417.388	1.34114
1.652	462.62	1.37788
1.653	503.064	1.41066
1.654	538.298	1.43916
1.655	568.001	1.46311
1.656	591.949	1.48235
1.657	610.028	1.49678
1.658	622.224	1.50641
1.659	628.628	1.51131
1.66	629.426	1.51165
1.661	624.887	1.50765
1.662	615.361	1.49961
1.663	601.262	1.48787
1.664	583.055	1.47282
1.665	561.243	1.45485
1.666	536.351	1.43442
1.667	508.913	1.41195
1.668	479.461	1.38788
1.669	448.508	1.36262
1.67	416.54	1.33657
1.671	384.008	1.3101
1.672	351.321	1.28353
1.673	318.841	1.25717
1.674	286.881	1.23125
1.675	255.702	1.20599
1.676	225.519	1.18157
1.677	196.497	1.15811
1.678	168.772	1.13572
1.679	142.43	1.11447
1.68	117.527	1.0944
1.681	94.0954	1.07553
1.682	72.1467	1.05788
1.683	51.6743	1.04143
1.684	32.6681	1.02618
1.685	15.0851	1.01208
1.686	-1.1044	0.999116
1.687	-15.9429	0.987248
1.688	-29.4783	0.976435
1.689	-41.7649	0.966633
1.69	-52.8629	0.957791
1.691	-62.8406	0.949854
1.692	-71.7742	0.942759
1.693	-79.7494	0.936437
1.694	-86.8613	0.930809
1.695	-93.2144	0.925792
1.696	-98.9219	0.921295
1.697	-104.104	0.917221
1.698	-108.886	0.913469
1.699	-113.394	0.90994
1.7	-117.755	0.906531
1.701	-122.087	0.90315
1.702	-126.501	0.899707
1.703	-131.091	0.896129
1.704	-135.936	0.892353
1.705	-141.091	0.888336
1.706	-146.586	0.884056
1.707	-152.422	0.87951
1.708	-158.574	0.87472
1.709	-164.985	0.869732
1.71	-171.565	0.864615
1.711	-178.201	0.859462
1.712	-184.747	0.854384
1.713	-191.036	0.849515
1.714	-196.878	0.845003
1.715	-202.067	0.841011
1.716	-206.38	0.837712
1.717	-209.588	0.835286
1.718	-211.453	0.833917
1.719	-211.737	0.83379
1.72	-210.203	0.83509
1.721	-206.621	0.837995
1.722	-200.768	0.842675
1.723	-192.435	0.849293
1.724	-181.427	0.857996
1.725	-167.569	0.868919
1.726	-150.707	0.882177
1.727	-130.712	0.897869
1.728	-107.488	0.916063
1.729	-80.958	0.936817
1.73	-51.098	0.960144
1.731	-17.9152	0.986034
1.732	18.5277	1.01443
1.733	58.1263	1.04526
1.734	100.719	1.07838
1.735	146.087	1.11362
1.736	193.949	1.15076
1.737	243.962	1.18952
1.738	295.719	1.2296
1.739	348.751	1.27061
1.74	402.529	1.31216
1.741	456.47	1.35379
1.742	509.944	1.39501
1.743	562.283	1.4353
1.744	612.789	1.47413
1.745	660.752	1.51095
1.746	705.461	1.54521
1.747	746.218	1.57638
1.748	782.358	1.60395
1.749	813.261	1.62745
1.75	838.371	1.64645
1.751	857.206	1.66059
1.752	869.376	1.66959
1.753	874.589	1.67322
1.754	872.67	1.67136
1.755	863.548	1.66396
1.756	847.275	1.65108
1.757	824.018	1.63285
1.758	794.062	1.6095
1.759	757.793	1.58133
1.76	715.7	1.54872
1.761	668.355	1.51213
1.762	616.404	1.47206
1.763	560.549	1.42904
1.764	501.534	1.38365
1.765	440.13	1.33649
1.766	377.113	1.28815
1.767	313.255	1.23922
1.768	249.304	1.19028
1.769	185.974	1.14186
1.77	123.933	1.09448
1.771	63.7921	1.04861
1.772	6.09683	1.00464
1.773	-48.6753	0.962954
1.774	-100.121	0.923843
1.775	-147.913	0.887554
1.776	-191.796	0.854276
1.777	-231.601	0.824132
1.778	-267.213	0.797203
1.779	-298.601	0.773509
1.78	-325.793	0.753022
1.781	-348.877	0.735671
1.782	-367.995	0.721343
1.783	-383.34	0.709886
1.784	-395.145	0.701119
1.785	-403.684	0.694832
1.786	-409.261	0.690789
1.787	-412.206	0.688739
1.788	-412.867	0.688413
1.789	-411.61	0.689536
1.79	-408.806	0.691823
1.791	-404.827	0.694993
1.792	-400.043	0.698766
1.793	-394.813	0.70287
1.794	-389.481	0.707046
1.795	-384.368	0.711053
1.796	-379.77	0.714668
1.797	-375.952	0.717694
1.798	-373.142	0.71996
1.799	-371.527	0.721327
1.8	-371.261	0.721681
1.801	-372.45	0.720945
1.802	-375.151	0.719077
1.803	-379.384	0.716065
1.804	-385.126	0.711928
1.805	-392.312	0.706715
1.806	-400.841	0.700505
1.807	-410.579	0.693398
1.808	-421.363	0.68552
1.809	-433.005	0.677009
1.81	-445.301	0.668021
1.811	-458.033	0.658718
1.812	-470.974	0.649269
1.813	-483.895	0.639845
1.814	-496.572	0.630614
1.815	-508.784	0.621738
1.816	-520.323	0.613372
1.817	-530.994	0.60566
1.818	-540.621	0.598732
1.819	-549.045	0.592704
1.82	-556.128	0.587676
1.821	-561.748	0.583738
1.822	-565.826	0.580946
1.823	-568.289	0.579353
1.824	-569.09	0.57899
1.825	-568.217	0.579867
1.826	-565.656	0.58199
1.827	-561.44	0.585332
1.828	-555.618	0.589857
1.829	-548.256	0.595512
1.83	-539.442	0.602232
1.831	-529.284	0.609936
1.832	-517.902	0.618532
1.833	-505.435	0.627918
1.834	-492.031	0.637983
1.835	-477.85	0.648608
1.836	-463.056	0.659673
1.837	-447.815	0.671054
1.838	-432.293	0.682628
1.839	-416.652	0.694278
1.84	-401.042	0.705891
1.841	-385.603	0.717367
1.842	-370.457	0.728616
1.843	-355.705	0.739565
1.844	-341.427	0.750154
1.845	-327.676	0.760347
1.846	-314.478	0.770123
1.847	-301.832	0.779487
1.848	-289.707	0.78846
1.849	-278.045	0.797085
1.85	-266.758	0.805428
1.851	-255.736	0.813568
1.852	-244.847	0.821602
1.853	-233.938	0.829643
1.854	-222.839	0.837813
1.855	-211.37	0.846243
1.856	-199.34	0.855072
1.857	-186.556	0.86444
1.858	-172.822	0.874487
1.859	-157.948	0.885351
1.86	-141.748	0.897165
1.861	-124.049	0.910054
1.862	-104.693	0.924129
1.863	-83.5393	0.939492
1.864	-60.4614	0.956231
1.865	-35.3772	0.974404
1.866	-8.21675	0.994058
1.867	21.0528	1.01522
1.868	52.4284	1.03787
1.869	85.8679	1.062
1.87	121.287	1.08752
1.871	158.555	1.11435
1.872	197.491	1.14236
1.873	237.875	1.17137
1.874	279.424	1.2012
1.875	321.809	1.2316
1.876	364.654	1.26229
1.877	407.534	1.29298
1.878	449.982	1.32332
1.879	491.499	1.35297
1.88	531.554	1.38153
1.881	569.599	1.40862
1.882	605.079	1.43384
1.883	637.441	1.4568
1.884	666.151	1.47712
1.885	690.705	1.49444
1.886	710.644	1.50845
1.887	725.566	1.51885
1.888	735.139	1.52542
1.889	739.115	1.52798
1.89	737.336	1.52643
1.891	729.744	1.52073
1.892	716.385	1.51093
1.893	697.414	1.49714
1.894	673.093	1.47955
1.895	643.787	1.45843
1.896	609.967	1.43411
1.897	572.189	1.40701
1.898	531.093	1.37758
1.899	487.386	1.34632
1.9	441.831	1.31379
1.901	395.229	1.28054
1.902	348.405	1.24718
1.903	302.189	1.21428
1.904	257.398	1.18242
1.905	214.822	1.15217
1.906	175.209	1.12404
1.907	139.25	1.09853
1.908	107.552	1.07606
1.909	80.6467	1.05701
1.91	58.9699	1.04166
1.911	42.8514	1.03026
1.912	32.5107	1.02294
1.913	28.0513	1.01979
1.914	29.4588	1.02077
1.915	36.5995	1.02579
1.916	49.2225	1.03467
1.917	66.963	1.04714
1.918	89.3464	1.06286
1.919	115.805	1.08143
1.92	145.672	1.10238
1.921	178.206	1.12518
1.922	212.601	1.14926
1.923	248.002	1.17403
1.924	283.519	1.19884
1.925	318.248	1.22309
1.926	351.288	1.24612
1.927	381.76	1.26733
1.928	408.829	1.28613
1.929	431.713	1.30199
1.93	449.714	1.31442
1.931	462.224	1.323
1.932	468.747	1.32739
1.933	468.902	1.32733
1.934	462.444	1.32265
1.935	449.26	1.31329
1.936	429.38	1.29928
1.937	402.975	1.28073
1.938	370.353	1.25787
1.939	331.955	1.23101
1.94	288.341	1.20056
1.941	240.188	1.16698
1.942	188.264	1.13081
1.943	133.414	1.09265
1.944	76.5467	1.05313
1.945	18.6092	1.01291
1.946	-39.4307	0.972658
1.947	-96.6064	0.933046
1.948	-151.967	0.894732
1.949	-204.616	0.858334
1.95	-253.706	0.824437
1.951	-298.468	0.793569
1.952	-338.223	0.766192
1.953	-372.399	0.742699
1.954	-400.536	0.723399
1.955	-422.299	0.70852
1.956	-437.479	0.698197
1.957	-445.996	0.692478
1.958	-447.902	0.691322
1.959	-443.376	0.694597
1.96	-432.718	0.70209
1.961	-416.341	0.713511
1.962	-394.769	0.728494
1.963	-368.598	0.746623
1.964	-338.521	0.767416
1.965	-305.29	0.790355
1.966	-269.697	0.814891
1.967	-232.566	0.840457
1.968	-194.728	0.866482
1.969	-157.008	0.8924
1.97	-120.207	0.917662
1.971	-85.0796	0.941753
1.972	-52.3223	0.964197
1.973	-22.5588	0.984571
1.974	3.67422	1.00251
1.975	25.9368	1.01772
1.976	43.8947	1.02998
1.977	57.3247	1.03913
1.978	66.1183	1.04511
1.979	70.2815	1.04792
1.98	69.9331	1.04766
1.981	65.2996	1.04448
1.982	56.7076	1.03861
1.983	44.5749	1.03033
1.984	29.3971	1.01999
1.985	11.7402	1.00798
1.986	-7.78244	0.994712
1.987	-28.519	0.980633
1.988	-49.7969	0.9662
1.989	-70.9358	0.951876
1.99	-91.2732	0.938109
1.991	-110.166	0.925336
1.992	-127.014	0.91396
1.993	-141.27	0.904352
1.994	-152.45	0.896834
1.995	-160.149	0.891678
1.996	-164.043	0.889099
1.997	-163.901	0.889251
1.998	-159.586	0.892221
1.999	-151.059	0.898031
